ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1995,2.28,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1996,-5.56,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1997,-2.15,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1998,-2.38,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1999,-1.32,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2000,-1.31,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2001,0.62,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2002,-7.69,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2003,-4.06,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2004,-2.41,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2005,5.49,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2006,4.4,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2007,10,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2008,5.86,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2009,-0.15,Currency: CRI - Colon (CRC) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Costa Rica,Gender wage gap by occupation (%),CRI - ES - Encuesta Nacional a Empresas (ENAE),Occupation (ISCO-08): Total,2015,3.1,Currency: CRI - Colon (CRC) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: Third quarter | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Economic activity coverage: Excluding construction | Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees
Costa Rica,Gender wage gap by occupation (%),CRI - ES - Encuesta Nacional a Empresas (ENAE),Occupation (ISCO-08): Total,2016,-4.21,Currency: CRI - Colon (CRC) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: Third quarter | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Economic activity coverage: Excluding construction | Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees
Curaçao,Gender wage gap by occupation (%),CUW - LFS - Labour force survey,Occupation (ISCO-08): Total,2018,7.95,Currency: CUW - Netherlands Antillean Guilder (ANG) | Time unit: Per hour | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2012,21.25,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2013,20.69,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2014,20.77,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2015,21.12,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2016,20.38,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2017,20.01,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Czechia,Gender wage gap by occupation (%),CZE - ES - Survey on Structure of Earnings,Occupation (ISCO-08): Total,2018,19.25,Currency: CZE - Koruna (CZK) | Time unit: Per hour | Working time arrangement coverage: Full-time workers,
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (ISCO-08): Total,2016,-3.85,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (ISCO-08): Total,2017,-6.43,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (ISCO-08): Total,2018,-13.75,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2005,5.04,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2006,8.77,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2007,12.06,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2008,5.42,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour | Break in series: Methodology revised,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2009,6.33,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2010,1.7,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2011,11.78,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2012,7.55,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2013,3.17,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2014,8.25,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Dominican Republic,Gender wage gap by occupation (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (ISCO-08): Total,2015,7.38,Currency: DOM - Dominican peso (DOP) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2003,6.25,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2004,11.11,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2005,11.76,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2006,5.56,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2007,15,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2008,15,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2009,10,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2010,4.55,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2011,12.5,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2012,7.69,Currency: ECU - United States dollar (USD) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2013,-8.5,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2014,-9.06,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2015,-5.61,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2016,-7.44,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2017,-6.46,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1994,19.9,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1995,11.29,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1998,15.58,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1999,21.5,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2010,16.25,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2012,18.75,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2013,18.75,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2014,12.5,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2015,12.5,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2016,12.5,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2017,12.5,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Finland,Gender wage gap by occupation (%),FIN - ES - Structure of Earnings survey,Occupation (ISCO-08): Total,2010,20.29,Currency: FIN - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Gender wage gap by occupation (%),FIN - ES - Structure of Earnings survey,Occupation (ISCO-08): Total,2013,17.63,Currency: FIN - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Gender wage gap by occupation (%),FIN - ES - Structure of Earnings survey,Occupation (ISCO-08): Total,2014,16.93,Currency: FIN - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Gender wage gap by occupation (%),FIN - ES - Structure of Earnings survey,Occupation (ISCO-08): Total,2016,16.34,Currency: FIN - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
Finland,Gender wage gap by occupation (%),FIN - ES - Structure of Earnings survey,Occupation (ISCO-08): Total,2017,16.61,Currency: FIN - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees
United Kingdom,Gender wage gap by occupation (%),GBR - ES - Annual Survey of Hours and Earnings,Occupation (ISCO-08): Total,2014,20.91,Currency: GBR - British pound (GBP) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
United Kingdom,Gender wage gap by occupation (%),GBR - ES - Annual Survey of Hours and Earnings,Occupation (ISCO-08): Total,2015,20.59,Currency: GBR - British pound (GBP) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: April | Population coverage: Excluding both institutional population and armed forces and/or conscripts
United Kingdom,Gender wage gap by occupation (%),GBR - ES - Annual Survey of Hours and Earnings,Occupation (ISCO-08): Total,2016,19.99,Currency: GBR - British pound (GBP) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: April | Population coverage: Excluding both institutional population and armed forces and/or conscripts
United Kingdom,Gender wage gap by occupation (%),GBR - ES - Annual Survey of Hours and Earnings,Occupation (ISCO-08): Total,2017,19.7,Currency: GBR - British pound (GBP) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: April | Population coverage: Excluding both institutional population and armed forces and/or conscripts
United Kingdom,Gender wage gap by occupation (%),GBR - ES - Annual Survey of Hours and Earnings,Occupation (ISCO-08): Total,2018,20,Currency: GBR - British pound (GBP) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Data reference period: April | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Guatemala,Gender wage gap by occupation (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Occupation (ISCO-08): Total,2002,-8.51,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Occupation (ISCO-08): Total,2003,9.9,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Occupation (ISCO-08): Total,2004,9.38,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Occupation (ISCO-08): Total,2018,-19.7,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: First semester
Guatemala,Gender wage gap by occupation (%),GTM - HIES - Encuesta Nacional de Condiciones de Vida,Occupation (ISCO-08): Total,2000,18.82,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - HIES - Encuesta Nacional de Condiciones de Vida,Occupation (ISCO-08): Total,2006,5.34,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - HIES - Encuesta Nacional de Condiciones de Vida,Occupation (ISCO-08): Total,2011,5.71,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Guatemala,Gender wage gap by occupation (%),GTM - HIES - Encuesta Nacional de Condiciones de Vida,Occupation (ISCO-08): Total,2014,0.68,Currency: GTM - Quetzal (GTQ) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1991,19.35,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1992,19.44,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1993,20.45,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1994,14.04,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1995,21.13,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1996,13.25,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1997,17.76,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1998,26.39,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,1999,17.65,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2001,4.83,Currency: HND - Lempira (HNL) | Time unit: Per hour | Break in series: Change in source,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2002,-3.13,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2003,-0.45,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2004,0.91,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2005,-23.18,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2006,-10.08,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2007,0,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2008,9.79,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Honduras,Gender wage gap by occupation (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Occupation (ISCO-08): Total,2009,-10.78,Currency: HND - Lempira (HNL) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
